"","Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
"47782",1996,1,13,6,1121,0,1315,0,"AA",395,"N462AA",234,253,219,10,29,"DFW","SEA",1660,4,11,0,NA,0,NA,NA,NA,NA,NA
"47783",1996,1,14,7,1052,0,1256,0,"AA",395,"N528AA",244,253,230,-9,0,"DFW","SEA",1660,4,10,0,NA,0,NA,NA,NA,NA,NA
"47784",1996,1,15,1,1058,0,1312,0,"AA",395,"N214AA",254,253,233,7,6,"DFW","SEA",1660,4,17,0,NA,0,NA,NA,NA,NA,NA
"47785",1996,1,16,2,1127,0,1330,0,"AA",395,"N245AA",243,253,229,25,35,"DFW","SEA",1660,3,11,0,NA,0,NA,NA,NA,NA,NA
"47786",1996,1,17,3,1101,0,1307,0,"AA",395,"N536AA",246,253,233,2,9,"DFW","SEA",1660,3,10,0,NA,0,NA,NA,NA,NA,NA
"47787",1996,1,18,4,1135,0,1415,0,"AA",395,"N275AA",280,253,259,70,43,"DFW","SEA",1660,4,17,0,NA,0,NA,NA,NA,NA,NA
"47788",1996,1,19,5,1053,0,1320,0,"AA",395,"N447AA",267,253,252,15,1,"DFW","SEA",1660,5,10,0,NA,0,NA,NA,NA,NA,NA
"47789",1996,1,20,6,1055,0,1315,0,"AA",395,"N401AA",260,253,246,10,3,"DFW","SEA",1660,4,10,0,NA,0,NA,NA,NA,NA,NA
"47790",1996,1,21,7,1155,0,1410,0,"AA",395,"N400AA",255,253,231,65,63,"DFW","SEA",1660,3,21,0,NA,0,NA,NA,NA,NA,NA
"47791",1996,1,22,1,1132,0,1342,0,"AA",395,"N468AA",250,253,233,37,40,"DFW","SEA",1660,3,14,0,NA,0,NA,NA,NA,NA,NA
"47792",1996,1,23,2,1116,0,1332,0,"AA",395,"N425AA",256,253,241,27,24,"DFW","SEA",1660,4,11,0,NA,0,NA,NA,NA,NA,NA
"47793",1996,1,24,3,1053,0,1324,0,"AA",395,"N274AA",271,253,257,19,1,"DFW","SEA",1660,4,10,0,NA,0,NA,NA,NA,NA,NA
"47794",1996,1,25,4,1053,0,1306,0,"AA",395,"N573AA",253,253,239,1,1,"DFW","SEA",1660,3,11,0,NA,0,NA,NA,NA,NA,NA
"47795",1996,1,26,5,1223,0,1458,0,"AA",395,"N549AA",275,253,260,113,91,"DFW","SEA",1660,4,11,0,NA,0,NA,NA,NA,NA,NA
"47796",1996,1,27,6,1055,0,1329,0,"AA",395,"N241AA",274,253,245,24,3,"DFW","SEA",1660,6,23,0,NA,0,NA,NA,NA,NA,NA
"47797",1996,1,28,7,1100,0,1333,0,"AA",395,"N534AA",273,253,253,28,8,"DFW","SEA",1660,4,16,0,NA,0,NA,NA,NA,NA,NA
"47798",1996,1,29,1,1056,0,1332,0,"AA",395,"N287AA",276,253,262,27,4,"DFW","SEA",1660,4,10,0,NA,0,NA,NA,NA,NA,NA
"47799",1996,1,30,2,1051,0,1313,0,"AA",395,"N576AA",262,253,245,8,-1,"DFW","SEA",1660,4,13,0,NA,0,NA,NA,NA,NA,NA
"47800",1996,1,31,3,1056,0,1323,0,"AA",395,"N251AA",267,257,239,16,6,"DFW","SEA",1660,3,25,0,NA,0,NA,NA,NA,NA,NA
"47801",1996,1,1,1,222,0,NA,0,"AA",425,"N586AA",NA,NA,NA,NA,261,"DFW","SEA",1660,0,46,0,NA,1,NA,NA,NA,NA,NA
"47802",1996,1,2,2,2309,0,142,0,"AA",425,"N490AA",273,251,253,90,68,"DFW","SEA",1660,5,15,0,NA,0,NA,NA,NA,NA,NA
"47803",1996,1,3,3,2245,0,126,0,"AA",425,"N279AA",281,254,253,71,44,"DFW","SEA",1660,3,25,0,NA,0,NA,NA,NA,NA,NA
"47804",1996,1,4,4,2219,0,38,0,"AA",425,"N205AA",259,254,243,23,18,"DFW","SEA",1660,4,12,0,NA,0,NA,NA,NA,NA,NA
"47805",1996,1,5,5,2217,0,45,0,"AA",425,"N278AA",268,254,247,30,16,"DFW","SEA",1660,5,16,0,NA,0,NA,NA,NA,NA,NA
"47806",1996,1,6,6,2212,0,28,0,"AA",425,"N425AA",256,254,243,13,11,"DFW","SEA",1660,5,8,0,NA,0,NA,NA,NA,NA,NA
"47807",1996,1,7,7,2208,0,36,0,"AA",425,"N479AA",268,254,241,21,7,"DFW","SEA",1660,6,21,0,NA,0,NA,NA,NA,NA,NA
"47808",1996,1,8,1,2206,0,31,0,"AA",425,"N401AA",265,254,254,16,5,"DFW","SEA",1660,3,8,0,NA,0,NA,NA,NA,NA,NA
"47809",1996,1,9,2,2201,0,17,0,"AA",425,"N580AA",256,254,240,2,0,"DFW","SEA",1660,3,13,0,NA,0,NA,NA,NA,NA,NA
"47810",1996,1,10,3,2200,0,29,0,"AA",425,"N440AA",269,254,254,14,-1,"DFW","SEA",1660,3,12,0,NA,0,NA,NA,NA,NA,NA
"47811",1996,1,11,4,2218,0,19,0,"AA",425,"N225AA",241,254,221,4,17,"DFW","SEA",1660,4,16,0,NA,0,NA,NA,NA,NA,NA
"47812",1996,1,12,5,2209,0,21,0,"AA",425,"N223AA",252,254,225,6,8,"DFW","SEA",1660,4,23,0,NA,0,NA,NA,NA,NA,NA
"47813",1996,1,13,6,2201,0,23,0,"AA",425,"N523AA",262,254,236,8,0,"DFW","SEA",1660,5,21,0,NA,0,NA,NA,NA,NA,NA
"47814",1996,1,14,7,2201,0,15,0,"AA",425,"N520AA",254,254,235,0,0,"DFW","SEA",1660,5,14,0,NA,0,NA,NA,NA,NA,NA
"47815",1996,1,15,1,2200,0,33,0,"AA",425,"N581AA",273,254,249,18,-1,"DFW","SEA",1660,5,19,0,NA,0,NA,NA,NA,NA,NA
"47816",1996,1,16,2,2246,0,102,0,"AA",425,"N246AA",256,254,237,47,45,"DFW","SEA",1660,4,15,0,NA,0,NA,NA,NA,NA,NA
"47817",1996,1,17,3,122,0,349,0,"AA",425,"N202AA",267,254,247,214,201,"DFW","SEA",1660,4,16,0,NA,0,NA,NA,NA,NA,NA
"47818",1996,1,18,4,2244,0,115,0,"AA",425,"N210AA",271,254,253,60,43,"DFW","SEA",1660,4,14,0,NA,0,NA,NA,NA,NA,NA
"47819",1996,1,19,5,2157,0,38,0,"AA",425,"N406AA",281,254,255,23,-4,"DFW","SEA",1660,4,22,0,NA,0,NA,NA,NA,NA,NA
"47820",1996,1,20,6,2201,0,14,0,"AA",425,"N598AA",253,254,239,-1,0,"DFW","SEA",1660,3,11,0,NA,0,NA,NA,NA,NA,NA
"47821",1996,1,21,7,2240,0,53,0,"AA",425,"N403AA",253,254,232,38,39,"DFW","SEA",1660,4,17,0,NA,0,NA,NA,NA,NA,NA
"47822",1996,1,22,1,2245,0,59,0,"AA",425,"N203AA",254,254,237,44,44,"DFW","SEA",1660,3,14,0,NA,0,NA,NA,NA,NA,NA
"47823",1996,1,23,2,2202,0,22,0,"AA",425,"N505AA",260,254,241,7,1,"DFW","SEA",1660,7,12,0,NA,0,NA,NA,NA,NA,NA
"47824",1996,1,24,3,2158,0,36,0,"AA",425,"N262AA",278,254,257,21,-3,"DFW","SEA",1660,3,18,0,NA,0,NA,NA,NA,NA,NA
"47825",1996,1,25,4,2200,0,38,0,"AA",425,"N555AA",278,254,252,23,-1,"DFW","SEA",1660,6,20,0,NA,0,NA,NA,NA,NA,NA
"47826",1996,1,26,5,2201,0,39,0,"AA",425,"N430AA",278,254,263,24,0,"DFW","SEA",1660,3,12,0,NA,0,NA,NA,NA,NA,NA
"47827",1996,1,27,6,2159,0,9,0,"AA",425,"N258AA",250,254,233,-6,-2,"DFW","SEA",1660,4,13,0,NA,0,NA,NA,NA,NA,NA
"47828",1996,1,28,7,2207,0,46,0,"AA",425,"N435AA",279,254,259,31,6,"DFW","SEA",1660,4,16,0,NA,0,NA,NA,NA,NA,NA
"47829",1996,1,29,1,2158,0,29,0,"AA",425,"N292AA",271,254,255,14,-3,"DFW","SEA",1660,3,13,0,NA,0,NA,NA,NA,NA,NA
"47830",1996,1,30,2,2159,0,16,0,"AA",425,"N242AA",257,254,238,1,-2,"DFW","SEA",1660,3,16,0,NA,0,NA,NA,NA,NA,NA
"47831",1996,1,31,3,2210,0,11,0,"AA",425,"N586AA",241,253,225,-4,8,"DFW","SEA",1660,4,12,0,NA,0,NA,NA,NA,NA,NA
"47832",1996,1,1,1,941,0,1215,0,"AA",1215,"N564AA",274,258,244,28,12,"DFW","SEA",1660,5,25,0,NA,0,NA,NA,NA,NA,NA
"47833",1996,1,2,2,958,0,1223,0,"AA",1215,"N236AA",265,258,236,36,29,"DFW","SEA",1660,3,26,0,NA,0,NA,NA,NA,NA,NA
"47834",1996,1,3,3,932,0,1254,0,"AA",1215,"N560AA",322,258,258,67,3,"DFW","SEA",1660,5,59,0,NA,0,NA,NA,NA,NA,NA
"47835",1996,1,4,4,929,0,1211,0,"AA",1215,"N401AA",282,258,260,24,0,"DFW","SEA",1660,5,17,0,NA,0,NA,NA,NA,NA,NA
"47836",1996,1,5,5,927,0,1201,0,"AA",1215,"N447AA",274,258,257,14,-2,"DFW","SEA",1660,3,14,0,NA,0,NA,NA,NA,NA,NA
"47837",1996,1,6,6,930,0,1200,0,"AA",1215,"N286AA",270,258,250,13,1,"DFW","SEA",1660,4,16,0,NA,0,NA,NA,NA,NA,NA
"47838",1996,1,7,7,933,0,1203,0,"AA",1215,"N434AA",270,258,236,16,4,"DFW","SEA",1660,5,29,0,NA,0,NA,NA,NA,NA,NA
"47839",1996,1,8,1,932,0,1153,0,"AA",1215,"N296AA",261,258,238,6,3,"DFW","SEA",1660,4,19,0,NA,0,NA,NA,NA,NA,NA
"47840",1996,1,9,2,928,0,1147,0,"AA",1215,"N496AA",259,258,237,0,-1,"DFW","SEA",1660,6,16,0,NA,0,NA,NA,NA,NA,NA
"47841",1996,1,10,3,930,0,1157,0,"AA",1215,"N262AA",267,258,239,10,1,"DFW","SEA",1660,4,24,0,NA,0,NA,NA,NA,NA,NA
"47842",1996,1,11,4,927,0,1204,0,"AA",1215,"N214AA",277,258,250,17,-2,"DFW","SEA",1660,4,23,0,NA,0,NA,NA,NA,NA,NA
"47843",1996,1,12,5,941,0,1138,0,"AA",1215,"N414AA",237,258,218,-9,12,"DFW","SEA",1660,5,14,0,NA,0,NA,NA,NA,NA,NA
"47844",1996,1,13,6,929,0,1152,0,"AA",1215,"N410AA",263,258,235,5,0,"DFW","SEA",1660,4,24,0,NA,0,NA,NA,NA,NA,NA
"47845",1996,1,14,7,930,0,1153,0,"AA",1215,"N279AA",263,258,237,6,1,"DFW","SEA",1660,4,22,0,NA,0,NA,NA,NA,NA,NA
"47846",1996,1,15,1,929,0,1201,0,"AA",1215,"N291AA",272,258,250,14,0,"DFW","SEA",1660,4,18,0,NA,0,NA,NA,NA,NA,NA
"47847",1996,1,16,2,1122,0,1339,0,"AA",1215,"N456AA",257,258,242,112,113,"DFW","SEA",1660,5,10,0,NA,0,NA,NA,NA,NA,NA
"47848",1996,1,17,3,931,0,1152,0,"AA",1215,"N449AA",261,258,237,5,2,"DFW","SEA",1660,5,19,0,NA,0,NA,NA,NA,NA,NA
"47849",1996,1,18,4,941,0,1205,0,"AA",1215,"N489AA",264,258,246,18,12,"DFW","SEA",1660,4,14,0,NA,0,NA,NA,NA,NA,NA
"47850",1996,1,19,5,927,0,1151,0,"AA",1215,"N483AA",264,258,248,4,-2,"DFW","SEA",1660,3,13,0,NA,0,NA,NA,NA,NA,NA
"47851",1996,1,20,6,932,0,1158,0,"AA",1215,"N546AA",266,258,242,11,3,"DFW","SEA",1660,4,20,0,NA,0,NA,NA,NA,NA,NA
"47852",1996,1,21,7,957,0,1238,0,"AA",1215,"N224AA",281,258,241,51,28,"DFW","SEA",1660,3,37,0,NA,0,NA,NA,NA,NA,NA
"47853",1996,1,22,1,947,0,1215,0,"AA",1215,"N432AA",268,258,230,28,18,"DFW","SEA",1660,4,34,0,NA,0,NA,NA,NA,NA,NA
"47854",1996,1,23,2,933,0,1202,0,"AA",1215,"N440AA",269,258,245,15,4,"DFW","SEA",1660,4,20,0,NA,0,NA,NA,NA,NA,NA
"47855",1996,1,24,3,932,0,1201,0,"AA",1215,"N457AA",269,258,246,14,3,"DFW","SEA",1660,3,20,0,NA,0,NA,NA,NA,NA,NA
"47856",1996,1,25,4,929,0,1154,0,"AA",1215,"N221AA",265,258,241,7,0,"DFW","SEA",1660,4,20,0,NA,0,NA,NA,NA,NA,NA
"47857",1996,1,26,5,928,0,1212,0,"AA",1215,"N447AA",284,258,258,25,-1,"DFW","SEA",1660,6,20,0,NA,0,NA,NA,NA,NA,NA
"47858",1996,1,27,6,934,0,1203,0,"AA",1215,"N529AA",269,258,240,16,5,"DFW","SEA",1660,2,27,0,NA,0,NA,NA,NA,NA,NA
"47859",1996,1,28,7,931,0,1217,0,"AA",1215,"N451AA",286,258,271,30,2,"DFW","SEA",1660,3,12,0,NA,0,NA,NA,NA,NA,NA
"47860",1996,1,29,1,929,0,1229,0,"AA",1215,"N458AA",300,258,260,42,0,"DFW","SEA",1660,4,36,0,NA,0,NA,NA,NA,NA,NA
"47861",1996,1,30,2,927,0,1146,0,"AA",1215,"N297AA",259,258,229,-1,-2,"DFW","SEA",1660,7,23,0,NA,0,NA,NA,NA,NA,NA
"47862",1996,1,31,3,926,0,1147,0,"AA",1215,"N568AA",261,255,236,3,-3,"DFW","SEA",1660,4,21,0,NA,0,NA,NA,NA,NA,NA
"47863",1996,1,1,1,1711,0,1945,0,"AA",1237,"N559AA",274,256,234,100,82,"DFW","SEA",1660,6,34,0,NA,0,NA,NA,NA,NA,NA
"47864",1996,1,2,2,1700,0,1923,0,"AA",1237,"N414AA",263,256,250,78,71,"DFW","SEA",1660,4,9,0,NA,0,NA,NA,NA,NA,NA
"47865",1996,1,3,3,1611,0,1850,0,"AA",1237,"N441AA",279,256,262,45,22,"DFW","SEA",1660,4,13,0,NA,0,NA,NA,NA,NA,NA
"47866",1996,1,4,4,1549,0,1835,0,"AA",1237,"N210AA",286,256,247,30,0,"DFW","SEA",1660,2,37,0,NA,0,NA,NA,NA,NA,NA
"47867",1996,1,5,5,1557,0,1855,0,"AA",1237,"N423AA",298,256,259,50,8,"DFW","SEA",1660,4,35,0,NA,0,NA,NA,NA,NA,NA
"47868",1996,1,6,6,1648,0,1925,0,"AA",1237,"N405AA",277,256,252,80,59,"DFW","SEA",1660,5,20,0,NA,0,NA,NA,NA,NA,NA
"47869",1996,1,7,7,1600,0,1815,0,"AA",1237,"N520AA",255,256,236,10,11,"DFW","SEA",1660,3,16,0,NA,0,NA,NA,NA,NA,NA
"47870",1996,1,8,1,1556,0,1847,0,"AA",1237,"N241AA",291,256,245,42,7,"DFW","SEA",1660,4,42,0,NA,0,NA,NA,NA,NA,NA
"47871",1996,1,9,2,1547,0,1757,0,"AA",1237,"N578AA",250,256,233,-8,-2,"DFW","SEA",1660,2,15,0,NA,0,NA,NA,NA,NA,NA
"47872",1996,1,10,3,1554,0,1820,0,"AA",1237,"N461AA",266,256,248,15,5,"DFW","SEA",1660,5,13,0,NA,0,NA,NA,NA,NA,NA
"47873",1996,1,11,4,1549,0,1826,0,"AA",1237,"N488AA",277,256,233,21,0,"DFW","SEA",1660,6,38,0,NA,0,NA,NA,NA,NA,NA
"47874",1996,1,12,5,1546,0,1754,0,"AA",1237,"N482AA",248,256,224,-11,-3,"DFW","SEA",1660,3,21,0,NA,0,NA,NA,NA,NA,NA
"47875",1996,1,13,6,1549,0,1748,0,"AA",1237,"N482AA",239,256,228,-17,0,"DFW","SEA",1660,3,8,0,NA,0,NA,NA,NA,NA,NA
"47876",1996,1,14,7,1551,0,1821,0,"AA",1237,"N415AA",270,256,235,16,2,"DFW","SEA",1660,4,31,0,NA,0,NA,NA,NA,NA,NA
"47877",1996,1,15,1,1552,0,1836,0,"AA",1237,"N241AA",284,256,250,31,3,"DFW","SEA",1660,7,27,0,NA,0,NA,NA,NA,NA,NA
"47878",1996,1,16,2,1640,0,1846,0,"AA",1237,"N591AA",246,256,226,41,51,"DFW","SEA",1660,4,16,0,NA,0,NA,NA,NA,NA,NA
"47879",1996,1,17,3,1651,0,1903,0,"AA",1237,"N259AA",252,256,234,58,62,"DFW","SEA",1660,5,13,0,NA,0,NA,NA,NA,NA,NA
"47880",1996,1,18,4,1614,0,1911,0,"AA",1237,"N496AA",297,256,272,66,25,"DFW","SEA",1660,4,21,0,NA,0,NA,NA,NA,NA,NA
"47881",1996,1,19,5,1550,0,1815,0,"AA",1237,"N271AA",265,256,247,10,1,"DFW","SEA",1660,7,11,0,NA,0,NA,NA,NA,NA,NA
"47882",1996,1,20,6,1620,0,1846,0,"AA",1237,"N236AA",266,256,243,41,31,"DFW","SEA",1660,4,19,0,NA,0,NA,NA,NA,NA,NA
"47883",1996,1,21,7,1621,0,1842,0,"AA",1237,"N579AA",261,256,237,37,32,"DFW","SEA",1660,5,19,0,NA,0,NA,NA,NA,NA,NA
"47884",1996,1,22,1,1657,0,1929,0,"AA",1237,"N529AA",272,256,247,84,68,"DFW","SEA",1660,5,20,0,NA,0,NA,NA,NA,NA,NA
"47885",1996,1,23,2,1554,0,1821,0,"AA",1237,"N421AA",267,256,243,16,5,"DFW","SEA",1660,5,19,0,NA,0,NA,NA,NA,NA,NA
"47886",1996,1,24,3,1551,0,1830,0,"AA",1237,"N582AA",279,256,254,25,2,"DFW","SEA",1660,6,19,0,NA,0,NA,NA,NA,NA,NA
"47887",1996,1,25,4,1605,0,1840,0,"AA",1237,"N298AA",275,256,249,35,16,"DFW","SEA",1660,4,22,0,NA,0,NA,NA,NA,NA,NA
"47888",1996,1,26,5,1608,0,1854,0,"AA",1237,"N202AA",286,256,264,49,19,"DFW","SEA",1660,4,18,0,NA,0,NA,NA,NA,NA,NA
"47889",1996,1,27,6,1549,0,1845,0,"AA",1237,"N410AA",296,256,243,40,0,"DFW","SEA",1660,15,38,0,NA,0,NA,NA,NA,NA,NA
"47890",1996,1,28,7,1551,0,1836,0,"AA",1237,"N516AA",285,256,267,31,2,"DFW","SEA",1660,4,14,0,NA,0,NA,NA,NA,NA,NA
"47891",1996,1,29,1,1600,0,1842,0,"AA",1237,"N225AA",282,256,259,37,11,"DFW","SEA",1660,3,20,0,NA,0,NA,NA,NA,NA,NA
"47892",1996,1,30,2,1548,0,1813,0,"AA",1237,"N501AA",265,256,243,8,-1,"DFW","SEA",1660,5,17,0,NA,0,NA,NA,NA,NA,NA
"47893",1996,1,1,1,2323,0,314,0,"AA",1289,"N289AA",351,258,237,273,180,"DFW","SEA",1660,3,111,0,NA,0,NA,NA,NA,NA,NA
"47894",1996,1,2,2,2201,0,31,0,"AA",1289,"N518AA",270,258,250,110,98,"DFW","SEA",1660,5,15,0,NA,0,NA,NA,NA,NA,NA
"47895",1996,1,3,3,2119,0,2349,0,"AA",1289,"N488AA",270,258,255,68,56,"DFW","SEA",1660,3,12,0,NA,0,NA,NA,NA,NA,NA
"47896",1996,1,4,4,2038,0,2319,0,"AA",1289,"N496AA",281,258,243,38,15,"DFW","SEA",1660,3,35,0,NA,0,NA,NA,NA,NA,NA
"47897",1996,1,1,1,1259,0,1521,0,"AA",1295,"N413AA",262,251,239,36,25,"DFW","SEA",1660,6,17,0,NA,0,NA,NA,NA,NA,NA
"47898",1996,1,2,2,1257,0,1515,0,"AA",1295,"N550AA",258,251,243,30,23,"DFW","SEA",1660,3,12,0,NA,0,NA,NA,NA,NA,NA
"47899",1996,1,3,3,1249,0,1524,0,"AA",1295,"N524AA",275,251,259,39,15,"DFW","SEA",1660,4,12,0,NA,0,NA,NA,NA,NA,NA
"47900",1996,1,4,4,1255,0,1548,0,"AA",1295,"N470AA",293,251,243,63,21,"DFW","SEA",1660,7,43,0,NA,0,NA,NA,NA,NA,NA
"47901",1996,1,5,5,1233,0,1520,0,"AA",1295,"N548AA",287,251,260,35,-1,"DFW","SEA",1660,4,23,0,NA,0,NA,NA,NA,NA,NA
